Date,my_score
2014-12-31,0.33806335673871885
2015-01-01,0.0
2015-01-02,0.0
2015-01-05,0.33370862840532506
2015-01-06,0.7195410044244775
2015-01-07,0.07479159747904343
2015-01-08,0.996246649358957
2015-01-09,0.0
2015-01-12,0.0
2015-01-13,0.49009155820374817
2015-01-14,0.264523829407132
2015-01-15,0.017924052108845255
2015-01-16,0.0
2015-01-19,0.0
2015-01-20,0.0
2015-01-21,0.0
2015-01-22,0.5110133996751572
2015-01-23,0.0
2015-01-26,0.231756883565436
2015-01-27,0.6523421082309716
2015-01-28,0.9829777639450111
2015-01-29,0.7806553061978215
2015-01-30,0.0
2015-02-02,0.17821465733691763
2015-02-03,0.0
2015-02-04,0.5788758832091947
2015-02-05,0.0
2015-02-06,0.0
2015-02-09,0.19131203830999743
2015-02-10,0.6873096551431668
2015-02-11,0.8645597209795348
2015-02-12,0.0
2015-02-13,0.5045880563486951
2015-02-16,0.0
2015-02-17,0.5425898265469293
2015-02-18,0.0
2015-02-19,0.6519649917402943
2015-02-20,0.0
2015-02-23,0.23032406684470344
2015-02-24,0.0
2015-02-25,0.30694820208776175
2015-02-26,0.5023531124887082
2015-02-27,0.05579947026376872
2015-03-02,0.20943864869939155
2015-03-03,0.5660554005831756
2015-03-04,0.360174895412491
2015-03-05,0.2417715452723022
2015-03-06,0.4352769478152657
2015-03-09,0.1795866080002597
2015-03-10,0.932629662991742
2015-03-11,0.3076376370871921
2015-03-12,0.0
2015-03-13,0.0
2015-03-16,0.17167197644248766
2015-03-17,0.0
2015-03-18,0.0
2015-03-19,0.0
2015-03-20,0.5648820724853417
2015-03-23,0.003515145573924514
2015-03-24,0.47878215511226146
2015-03-25,0.0
2015-03-26,0.6680336080594237
2015-03-27,0.5487317469030427
2015-03-30,0.3125343739264779
2015-03-31,0.0
2015-04-01,0.9907912102316005
2015-04-02,0.0
2015-04-03,0.0
2015-04-06,0.0
2015-04-07,0.7548982464600245
2015-04-08,0.05158392240668162
2015-04-09,0.0015424973343469556
2015-04-10,0.01985811565760621
2015-04-13,0.0
2015-04-14,0.5744736654146473
2015-04-15,0.0
2015-04-16,0.0
2015-04-17,0.6051447913899285
2015-04-20,0.0
2015-04-21,0.0
2015-04-22,0.0
2015-04-23,0.06340444344908551
2015-04-24,0.0
2015-04-27,0.21089931533574036
2015-04-28,0.812819919929306
2015-04-29,0.4931128516720696
2015-04-30,0.0
2015-05-01,0.0
2015-05-04,0.19780217708847359
2015-05-05,0.0
2015-05-06,0.5443650956039725
2015-05-07,0.520955381623713
2015-05-08,0.0
2015-05-11,0.001252413411491332
2015-05-12,0.0
2015-05-13,0.5657378895370219
2015-05-14,0.9808039953415806
2015-05-15,0.0
2015-05-18,0.17621994689522655
2015-05-19,0.3910884549534481
2015-05-20,0.9546399833668828
2015-05-21,0.5199679469412476
2015-05-22,0.59521803378323
2015-05-25,0.16408115130608927
2015-05-26,0.0
2015-05-27,0.6052796060969351
2015-05-28,0.0
2015-05-29,0.0
2015-06-01,0.18666665361574628
2015-06-02,0.0
2015-06-03,0.2964160807936637
2015-06-04,0.9850801880283812
2015-06-05,0.5318449398996072
2015-06-08,0.39518904162351925
2015-06-09,0.0
2015-06-10,0.24227222603505297
2015-06-11,0.696183248039276
2015-06-12,0.0
2015-06-15,0.0
2015-06-16,0.758606797914576
2015-06-17,0.0
2015-06-18,0.5741505702407126
2015-06-19,0.0
2015-06-22,0.18827288039909795
2015-06-23,0.7127062012857381
2015-06-24,0.7890580656947661
2015-06-25,0.0
2015-06-26,0.0
2015-06-29,0.0
2015-06-30,0.021827413448412145
2015-07-01,0.5892509827185878
2015-07-02,0.0
2015-07-03,0.0
2015-07-06,0.0
2015-07-07,0.0
2015-07-08,0.612737403670044
2015-07-09,0.008204368106142243
2015-07-10,0.0
2015-07-13,0.14948838127327843
2015-07-14,0.6358063059722354
2015-07-15,0.0
2015-07-16,0.0
2015-07-17,0.0
2015-07-20,0.3178908917342799
2015-07-21,0.607380191749672
2015-07-22,0.09373504804959636
2015-07-23,0.0
2015-07-24,0.0
2015-07-27,0.24006730853286587
2015-07-28,0.0
2015-07-29,0.0
2015-07-30,0.6187436368400496
2015-07-31,0.0
2015-08-03,0.1927717928055379
2015-08-04,0.006050300635265604
2015-08-05,0.044596863714167975
2015-08-06,0.0
2015-08-07,0.4861683598121463
2015-08-10,0.319760486522492
2015-08-11,0.027138278891867863
2015-08-12,0.0
2015-08-13,0.5672206742029298
2015-08-14,0.5814350349329401
2015-08-17,0.0
2015-08-18,0.0
2015-08-19,0.0
2015-08-20,0.5943098426166429
2015-08-21,0.35309947279856463
2015-08-24,0.017503422497952736
2015-08-25,0.7620622791690731
2015-08-26,0.9826488327855694
2015-08-27,0.48666832642878394
2015-08-28,0.4831589785081262
2015-08-31,0.320061924651941
2015-09-01,0.7366576332506463
2015-09-02,0.6430754339150763
2015-09-03,0.0
2015-09-04,0.9209919575482183
2015-09-07,0.0
2015-09-08,0.0
2015-09-09,0.6754962407124212
2015-09-10,0.5511892741127673
2015-09-11,0.0
2015-09-14,0.2636564121756588
2015-09-15,0.0
2015-09-16,0.988475119024041
2015-09-17,0.0
2015-09-18,0.6931927811458721
2015-09-21,0.15979663388017173
2015-09-22,0.598364797984613
2015-09-23,0.0
2015-09-24,0.0
2015-09-25,0.6765864542568186
2015-09-28,0.26733055811254386
2015-09-29,0.0
2015-09-30,0.9085869012954427
2015-10-01,0.5263224840989876
2015-10-02,0.5611553585580228
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,0.0
2015-10-09,0.5346850803177287
2015-10-12,0.0
2015-10-13,0.6555054855956508
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,0.9533646493331093
2015-10-19,0.0
2015-10-20,0.5040319003169537
2015-10-21,0.41696164657643753
2015-10-22,0.0
2015-10-23,0.5165499062600137
2015-10-26,0.0
2015-10-27,0.5677590250703412
2015-10-28,0.993096890169063
2015-10-29,0.0
2015-10-30,0.0
2015-11-02,0.0
2015-11-03,0.9933568059301116
2015-11-04,0.0
2015-11-05,0.576279254898885
2015-11-06,0.0
2015-11-09,0.1761054283001436
2015-11-10,0.10782365545851519
2015-11-11,0.5416718218735043
2015-11-12,0.0
2015-11-13,0.0
2015-11-16,0.0
2015-11-17,0.0
2015-11-18,0.9037946797459073
2015-11-19,0.577055244349682
2015-11-20,0.4615690645677689
2015-11-23,0.17569859514861966
2015-11-24,0.0
2015-11-25,0.55439755755832
2015-11-26,0.0
2015-11-27,0.0
2015-11-30,0.292819080499797
2015-12-01,0.5846118818789616
2015-12-02,0.0
2015-12-03,0.6199636247331343
2015-12-04,0.45902910395814367
2015-12-07,0.0
2015-12-08,0.35041323898409754
2015-12-09,0.0
2015-12-10,0.0
2015-12-11,0.0
2015-12-14,0.0013495030741560992
2015-12-15,0.03694348187853438
2015-12-16,0.0
2015-12-17,0.5383093508664987
2015-12-18,0.0
2015-12-21,0.32389006995005054
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,0.0
2015-12-25,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,0.5599570771394451
2015-12-31,0.0
2016-01-01,0.015301545587176139
2016-01-04,0.3531520414515527
2016-01-05,0.0033452034529993105
2016-01-06,0.5903628661618918
2016-01-07,0.5846183550932845
2016-01-08,0.47009496721916133
2016-01-11,0.4843863631461695
2016-01-12,0.0
2016-01-13,0.0
2016-01-14,0.0
2016-01-15,0.1726863214037669
2016-01-18,0.0
2016-01-19,0.0
2016-01-20,0.0
2016-01-21,0.0
2016-01-22,0.5374436398774033
2016-01-25,0.001355635343383438
2016-01-26,0.5110269283667842
2016-01-27,0.04907524047795101
2016-01-28,0.0
2016-01-29,0.8028418252835408
2016-02-01,0.19213623441057923
2016-02-02,0.590085021460951
2016-02-03,0.7575106795095601
2016-02-04,0.0
2016-02-05,0.0
2016-02-08,0.2505746415432089
2016-02-09,0.0
2016-02-10,0.0
2016-02-11,0.0
2016-02-12,0.590491411782255
2016-02-15,0.0
2016-02-16,0.49998159623550026
2016-02-17,0.48855098490027715
2016-02-18,0.6737551463296156
2016-02-19,0.44478614871942884
2016-02-22,0.18055729653698016
