,Close,Adj Close,^RLG_Close,^GSPC_Close,AVGO_Close,^DJI_Close,WM2NS,BUSINV,LOW_Close,^IXIC_Close,MSFT_Close,EURUSD=X_Close,NEE_Close,Volume,TSLA_Close,WM1NS,GC=F_Close,News_Score,^NYA_Close,SI=F_Close,Date_int
0,27.332500457763672,24.5656967163086,960.280029296875,2058.199951171875,100.08999633789062,17832.990234375,11677.4,1790591.0,67.69999694824219,4726.81005859375,46.7599983215332,1.2089413404464722,26.67250061035156,212818400,14.620667457580566,0.0,1186.0,0.5,10830.919921875,15.734000205993652,2
1,26.5625,23.87364387512207,943.780029296875,2020.5799560546875,98.48999786376952,17501.650390625,11820.4,1790591.0,66.08000183105469,4652.56982421875,46.33000183105469,1.194643259048462,26.38999938964844,257142000,14.005999565124512,3030.2,1203.9000244140625,0.5003752950719917,10607.6796875,16.179000854492188,5
2,26.565000534057617,23.87588691711425,935.02001953125,2002.6099853515625,96.25,17371.640625,11820.4,1790591.0,66.2300033569336,4592.740234375,45.650001525878906,1.193901538848877,26.49250030517578,263188400,14.085332870483398,3030.2,1219.300048828125,0.7195410044244775,10514.8701171875,16.60300064086914,6
3,26.9375,24.210681915283203,946.8800048828124,2025.9000244140625,98.8499984741211,17584.51953125,11820.4,1790591.0,68.19999694824219,4650.47021484375,46.22999954223633,1.1875356435775757,26.73500061035156,160423600,14.063332557678224,3030.2,1210.5999755859375,0.0747915974790434,10627.1298828125,16.510000228881836,7
4,27.97249984741211,25.14090919494629,964.1599731445312,2062.139892578125,103.79000091552734,17907.869140625,11820.4,1790591.0,69.63999938964844,4736.18994140625,47.59000015258789,1.1836000680923462,26.897499084472656,237458000,14.041333198547363,3030.2,1208.4000244140625,0.996246649358957,10800.5400390625,16.35099983215332,8
5,28.002500534057617,25.167877197265625,956.6599731445312,2044.81005859375,104.9000015258789,17737.369140625,11820.4,1790591.0,68.33000183105469,4704.06982421875,47.18999862670898,1.1796069145202637,26.65999984741211,214798000,13.77733325958252,3030.2,1216.0,0.5,10711.41015625,16.38599967956543,9
6,27.3125,24.54772186279297,948.97998046875,2028.260009765625,103.16000366210938,17640.83984375,11797.6,1790591.0,67.8499984741211,4664.7099609375,46.59999847412109,1.187070369720459,26.592500686645508,198603200,13.480667114257812,2839.0,1232.699951171875,0.5,10640.740234375,16.53499984741211,12
7,27.55500030517578,24.765674591064453,948.0499877929688,2023.030029296875,102.58000183105467,17613.6796875,11797.6,1790591.0,67.86000061035156,4661.5,46.36000061035156,1.1831519603729248,26.69750022888184,268367600,13.616666793823242,2839.0,1234.300048828125,0.4900915582037481,10622.9599609375,17.125,13
8,27.450000762939453,24.67130279541016,943.4199829101562,2011.27001953125,103.38999938964844,17427.08984375,11797.6,1790591.0,67.38999938964844,4639.31982421875,45.959999084472656,1.1778285503387451,26.862499237060547,195826400,12.845999717712402,2839.0,1234.4000244140625,0.264523829407132,10565.419921875,16.95599937438965,14
9,26.70499992370605,24.0017147064209,933.52001953125,1992.6700439453125,101.31999969482422,17320.7109375,11797.6,1790591.0,66.3499984741211,4570.81982421875,45.47999954223633,1.178592085838318,26.76000022888184,240056000,12.791333198547363,2839.0,1264.699951171875,0.0179240521088452,10514.599609375,17.072999954223633,15
