,Date,Close,Volume,Adj Close,^DJI_Close,^IXIC_Close,^GSPC_Close,^RLG_Close,^NYA_Close,^VIX_Close,DX-Y.NYB_Close,EURUSD=X_Close,GBPUSD=X_Close,GC=F_Close,SI=F_Close,CL=F_Close,WM1NS,WM2NS,ICSA,CCSA,JTSJOL,PAYEMS,RSXFS,TCU,UMCSENT,BUSINV,INDPRO,GACDFSA066MSFRBPHI,GACDISA066MSFRBNY,BACTSAMFRBDAL,IR,IQ,PPIACO,CPIAUCSL,CPILFESL,MICH,CSCICP03USM665S,Grow,News_Score
130,2015-07-10,30.81999969482422,245418000,27.92565155029297,17760.41015625,4997.7001953125,2076.6201171875,1002.0900268554688,10853.919921875,16.829999923706055,96.02999877929688,1.1063048839569092,1.5373972654342651,1157.699951171875,15.468000411987305,52.7400016784668,3026.4,12080.6,292000.0,2233000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,True,0.5
131,2015-07-13,31.415000915527344,165762000,28.46477699279785,17977.6796875,5071.509765625,2099.60009765625,1014.6099853515624,10944.849609375,13.899999618530272,96.86000061035156,1.1129041910171509,1.5515903234481812,1155.199951171875,15.435999870300291,52.20000076293945,2930.2,12035.2,285000.0,2226000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,True,0.4828217146066118
132,2015-07-14,31.40250015258789,127072400,28.453445434570312,18053.580078125,5104.89013671875,2108.949951171875,1019.3800048828124,10993.259765625,13.369999885559082,96.63999938964844,1.099045991897583,1.548227310180664,1153.300048828125,15.295000076293944,53.040000915527344,2930.2,12035.2,285000.0,2226000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,False,0.6358063059722354
133,2015-07-15,31.70499992370605,134596800,28.7275390625,18050.169921875,5098.93994140625,2107.39990234375,1018.5399780273438,10958.830078125,13.229999542236328,97.12999725341795,1.1008002758026123,1.5636972188949585,1147.199951171875,15.027999877929688,51.40999984741211,2930.2,12035.2,285000.0,2226000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,True,0.5
134,2015-07-16,32.127498626708984,144889600,29.11035919189453,18120.25,5163.18017578125,2124.2900390625,1027.6500244140625,11024.8701171875,12.109999656677246,97.66000366210938,1.0943553447723389,1.563403844833374,1143.800048828125,14.96399974822998,50.90999984741211,2930.2,12035.2,285000.0,2226000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,True,0.5
135,2015-07-17,32.404998779296875,184658800,29.361801147460938,18086.44921875,5210.14013671875,2126.639892578125,1033.1500244140625,10987.169921875,11.949999809265137,97.86000061035156,1.0886012315750122,1.5613046884536743,1131.800048828125,14.81999969482422,50.88999938964844,2930.2,12035.2,285000.0,2226000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,True,0.5
136,2015-07-20,33.01750183105469,235600800,29.91678237915039,18100.41015625,5218.85986328125,2128.280029296875,1037.1300048828125,10969.490234375,12.25,98.02999877929688,1.0830246210098269,1.5600380897521973,1106.699951171875,14.744999885559082,50.150001525878906,3006.3,11998.6,265000.0,2267000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,True,0.6512242250676132
137,2015-07-21,32.6875,307025600,29.617769241333008,17919.2890625,5208.1201171875,2119.2099609375,1031.969970703125,10919.0,12.220000267028809,97.33000183105467,1.0835410356521606,1.5573898553848269,1103.4000244140625,14.769000053405762,50.36000061035156,3006.3,11998.6,265000.0,2267000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,False,0.607380191749672
138,2015-07-22,31.30500030517578,461802400,28.36510467529297,17851.0390625,5171.77001953125,2114.14990234375,1028.010009765625,10899.8603515625,12.119999885559082,97.5999984741211,1.0939961671829224,1.555596947669983,1091.4000244140625,14.71399974822998,49.18999862670898,3006.3,11998.6,265000.0,2267000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,False,0.0937350480495963
139,2015-07-23,31.290000915527344,203998000,28.35150718688965,17731.919921875,5146.41015625,2102.14990234375,1022.1300048828124,10840.73046875,12.640000343322754,97.12000274658205,1.0927051305770874,1.5614020824432373,1094.0,14.68299961090088,48.45000076293945,3006.3,11998.6,265000.0,2267000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,False,0.5
140,2015-07-24,31.125,168649200,28.20200538635254,17568.529296875,5088.6298828125,2079.64990234375,1011.97998046875,10721.9501953125,13.739999771118164,97.23999786376952,1.0989010334014893,1.5519516468048096,1085.5999755859375,14.47700023651123,48.13999938964844,3006.3,11998.6,265000.0,2267000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,False,0.5
141,2015-07-27,30.6924991607666,177822000,27.81012535095215,17440.58984375,5039.77978515625,2067.639892578125,1004.4000244140624,10656.6103515625,15.600000381469728,96.5,1.0972371101379397,1.5522888898849487,1096.5,14.593999862670898,47.38999938964844,3114.7,11949.6,269000.0,2253000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,False,0.5734006418661992
142,2015-07-28,30.84499931335449,134472400,27.94829750061035,17630.26953125,5089.2099609375,2093.25,1017.27001953125,10790.1796875,13.4399995803833,96.7699966430664,1.109004020690918,1.5564203262329102,1096.300048828125,14.630999565124512,47.97999954223633,3114.7,11949.6,269000.0,2253000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,True,0.5
143,2015-07-29,30.747499465942383,148046800,27.85995864868164,17751.390625,5111.72998046875,2108.570068359375,1023.1599731445312,10883.91015625,12.5,96.9800033569336,1.1065986156463623,1.5611096620559692,1092.699951171875,14.734000205993652,48.790000915527344,3114.7,11949.6,269000.0,2253000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,False,0.5
144,2015-07-30,30.592500686645508,134513200,27.719518661499023,17745.98046875,5128.77978515625,2108.6298828125,1023.9500122070312,10881.75,12.130000114440918,97.55999755859376,1.098406195640564,1.560208439826965,1088.4000244140625,14.690999984741213,48.52000045776367,3114.7,11949.6,269000.0,2253000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,False,0.6187436368400496
145,2015-07-31,30.325000762939453,171540000,27.477134704589844,17689.859375,5128.27978515625,2103.840087890625,1024.550048828125,10882.2802734375,12.119999885559082,97.37000274658205,1.0939244031906128,1.5604275465011597,1094.9000244140625,14.746000289916992,47.119998931884766,3114.7,11949.6,269000.0,2253000.0,6056.0,141989.0,398128.0,77.2237,93.1,1822047.0,101.11,4.6,1.7,-5.0,125.4,124.8,193.9,238.034,242.565,2.8,100.8031388446,False,0.5
146,2015-08-03,29.61000061035156,279904000,26.82928276062012,17598.19921875,5115.3798828125,2098.0400390625,1022.760009765625,10841.259765625,12.5600004196167,97.48999786376952,1.0969001054763794,1.5626953840255735,1089.4000244140625,14.515999794006348,45.16999816894531,3188.6,12034.7,270000.0,2257000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,False,0.5261051261388713
147,2015-08-04,28.65999984741211,496554400,25.96849632263184,17550.689453125,5105.5498046875,2093.320068359375,1021.4299926757812,10824.7001953125,13.0,97.93000030517578,1.09560227394104,1.559040904045105,1090.699951171875,14.550000190734863,45.7400016784668,3188.6,12034.7,270000.0,2257000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,False,0.0060503006352656
148,2015-08-05,28.850000381469727,397250400,26.140655517578125,17540.470703125,5139.93994140625,2099.840087890625,1025.75,10847.849609375,12.510000228881836,97.95999908447266,1.0888975858688354,1.5569047927856443,1085.699951171875,14.54599952697754,45.150001525878906,3188.6,12034.7,270000.0,2257000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,True,0.0445968637141679
149,2015-08-06,28.78249931335449,211612000,26.197540283203125,17419.75,5056.43994140625,2083.56005859375,1012.3400268554688,10799.4404296875,13.770000457763672,97.83000183105467,1.0903104543685913,1.5605981349945068,1090.199951171875,14.670000076293944,44.65999984741211,3188.6,12034.7,270000.0,2257000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,False,0.5
150,2015-08-07,28.8799991607666,154681600,26.286283493041992,17373.380859375,5043.5400390625,2077.570068359375,1010.3400268554688,10763.150390625,13.390000343322754,97.55999755859376,1.0927051305770874,1.551421880722046,1094.0999755859375,14.815999984741213,43.869998931884766,3188.6,12034.7,270000.0,2257000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,True,0.4861683598121463
151,2015-08-10,29.93000030517578,219806400,27.241987228393555,17615.169921875,5101.7998046875,2104.179931640625,1021.6599731445312,10906.0498046875,12.229999542236328,97.16000366210938,1.0965032577514648,1.5494027137756348,1104.199951171875,15.288999557495115,44.959999084472656,2915.3,12063.6,274000.0,2247000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,True,0.6530938198558253
152,2015-08-11,28.372499465942383,388331200,25.824363708496094,17402.83984375,5036.7900390625,2084.070068359375,1011.780029296875,10802.08984375,13.710000038146973,97.29000091552734,1.1016976833343506,1.5585306882858276,1107.5999755859375,15.281000137329102,43.08000183105469,2915.3,12063.6,274000.0,2247000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,False,0.0271382788918678
153,2015-08-12,28.809999465942383,404870000,26.22257423400879,17402.509765625,5044.39013671875,2086.050048828125,1012.010009765625,10779.4599609375,13.609999656677246,96.26000213623048,1.104203701019287,1.5584092140197754,1123.199951171875,15.472999572753906,43.29999923706055,2915.3,12063.6,274000.0,2247000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,True,0.5
154,2015-08-13,28.787500381469727,194143200,26.20209312438965,17408.25,5033.56005859375,2083.389892578125,1011.97998046875,10745.3095703125,13.489999771118164,96.4499969482422,1.1160963773727417,1.561597228050232,1115.699951171875,15.395999908447266,42.22999954223633,2915.3,12063.6,274000.0,2247000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,False,0.5672206742029298
155,2015-08-14,28.989999771118164,171718000,26.386404037475582,17477.400390625,5048.240234375,2091.5400390625,1015.3900146484376,10782.240234375,12.829999923706056,96.56999969482422,1.1160963773727417,1.561792254447937,1112.9000244140625,15.210000038146973,42.5,2915.3,12063.6,274000.0,2247000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,True,0.5814350349329401
156,2015-08-17,29.290000915527344,163538800,26.65946388244629,17545.1796875,5091.7001953125,2102.43994140625,1023.3300170898438,10818.5703125,13.020000457763672,96.81999969482422,1.1092993021011353,1.5651901960372925,1118.5999755859375,15.295000076293944,41.869998931884766,2946.7,12096.8,279000.0,2256000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,True,0.5
157,2015-08-18,29.125,138242800,26.509279251098636,17511.33984375,5059.35009765625,2096.919921875,1020.6400146484376,10792.7998046875,13.789999961853027,96.97000122070312,1.107800006866455,1.5585062503814695,1117.0999755859375,14.786999702453612,42.619998931884766,2946.7,12096.8,279000.0,2256000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,False,0.5
158,2015-08-19,28.752500534057617,193146000,26.17023658752441,17348.73046875,5019.0498046875,2079.610107421875,1014.27001953125,10687.01953125,15.25,96.45999908447266,1.1030831336975098,1.5664896965026855,1128.0999755859375,15.175999641418455,40.79999923706055,2946.7,12096.8,279000.0,2256000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,False,0.5
159,2015-08-20,28.162500381469727,274006400,25.633228302001957,16990.689453125,4877.490234375,2035.72998046875,990.3599853515624,10475.75,19.13999938964844,95.75,1.1118029356002808,1.568307638168335,1153.0,15.517000198364258,41.13999938964844,2946.7,12096.8,279000.0,2256000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,False,0.5943098426166429
160,2015-08-21,26.440000534057617,513102000,24.065418243408203,16459.75,4706.0400390625,1970.8900146484373,957.22998046875,10195.6904296875,28.030000686645508,94.83000183105467,1.1236965656280518,1.569095015525818,1159.5999755859375,15.300999641418455,40.45000076293945,2946.7,12096.8,279000.0,2256000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,False,0.3530994727985646
161,2015-08-24,25.780000686645508,648825200,23.46470069885254,15871.349609375,4526.25,1893.2099609375,921.510009765625,9789.9404296875,40.7400016784668,93.30999755859376,1.1376951932907104,1.5677913427352903,1153.4000244140625,14.76200008392334,38.2400016784668,3032.0,12041.3,274000.0,2252000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,False,0.3508367558312861
162,2015-08-25,25.934999465942383,414406400,23.60577964782715,15666.4404296875,4506.490234375,1867.6099853515625,913.3499755859376,9692.3896484375,36.02000045776367,94.52999877929688,1.1583056449890137,1.5762925148010254,1138.199951171875,14.609999656677246,39.310001373291016,3032.0,12041.3,274000.0,2252000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,True,0.7620622791690731
163,2015-08-26,27.42250061035156,387098400,24.95968246459961,16285.509765625,4697.5400390625,1940.510009765625,950.02001953125,9979.669921875,30.31999969482422,95.0999984741211,1.1550945043563845,1.5695877075195312,1124.5999755859375,14.045000076293944,38.59999847412109,3032.0,12041.3,274000.0,2252000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,True,0.9826488327855694
164,2015-08-27,28.229999542236328,338464400,25.69466209411621,16654.76953125,4812.7099609375,1987.6600341796875,971.1199951171876,10230.509765625,26.100000381469727,95.61000061035156,1.134005427360535,1.5482032299041748,1122.4000244140625,14.42099952697754,42.560001373291016,3032.0,12041.3,274000.0,2252000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,True,0.4866683264287839
165,2015-08-28,28.32250022888184,212657600,25.77885055541992,16643.009765625,4828.31982421875,1988.8699951171875,971.9199829101562,10242.0595703125,26.049999237060547,96.11000061035156,1.1247961521148682,1.541401982307434,1133.0999755859375,14.53499984741211,45.220001220703125,3032.0,12041.3,274000.0,2252000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,True,0.4831589785081262
166,2015-08-31,28.190000534057617,224917200,25.658252716064453,16528.029296875,4776.509765625,1972.1800537109373,960.77001953125,10176.5,28.43000030517578,95.9499969482422,1.1214030981063845,1.5418059825897217,1131.5999755859375,14.57699966430664,49.20000076293945,3144.0,12076.4,279000.0,2258000.0,5467.0,142130.0,397710.0,77.0521,91.9,1824751.0,100.8802,6.0,-13.9,-16.6,123.2,123.0,191.9,238.033,242.817,2.8,100.607965589122,False,0.6533952579852743
167,2015-09-01,26.93000030517578,307383600,24.51141357421875,16058.349609375,4636.10009765625,1913.8499755859373,934.0700073242188,9874.669921875,31.399999618530277,95.4499969482422,1.1225864887237549,1.5363106727600098,1138.699951171875,14.61299991607666,45.40999984741211,3144.0,12076.4,279000.0,2258000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,False,0.7366576332506463
168,2015-09-02,28.084999084472656,247555200,25.562685012817383,16351.3798828125,4749.97998046875,1948.8599853515625,954.1400146484376,10013.3603515625,26.09000015258789,95.83000183105467,1.1293437480926514,1.5305262804031372,1132.5,14.66100025177002,46.25,3144.0,12076.4,279000.0,2258000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,True,0.6430754339150763
169,2015-09-03,27.592500686645508,212935600,25.11441802978516,16374.759765625,4733.5,1951.1300048828125,953.5900268554688,10049.2900390625,25.61000061035156,96.41000366210938,1.121604323387146,1.5308074951171875,1123.699951171875,14.70199966430664,46.75,3144.0,12076.4,279000.0,2258000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,False,0.5
170,2015-09-04,27.3174991607666,199985200,24.864110946655277,16102.3798828125,4683.919921875,1921.219970703125,941.3900146484376,9871.8603515625,27.799999237060547,96.2300033569336,1.1125946044921875,1.526205062866211,1120.5999755859375,14.543999671936035,46.04999923706055,3144.0,12076.4,279000.0,2258000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,False,0.9209919575482184
171,2015-09-08,28.07749938964844,219374400,25.55585479736328,16492.6796875,4811.93017578125,1969.4100341796875,965.47998046875,10109.6796875,24.899999618530277,95.87999725341795,1.1163954734802246,1.5283042192459106,1120.4000244140625,14.75,45.93999862670898,2932.9,12161.1,273000.0,2243000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,True,0.5
172,2015-09-09,27.537500381469727,340043200,25.064348220825195,16253.5703125,4756.52978515625,1942.0400390625,952.9600219726562,9988.91015625,26.229999542236328,96.01000213623048,1.1207369565963743,1.5401912927627563,1102.199951171875,14.567999839782717,44.150001525878906,2932.9,12161.1,273000.0,2243000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,False,0.6754962407124212
173,2015-09-10,28.14249992370605,251571200,25.615020751953125,16330.400390625,4796.25,1952.2900390625,958.739990234375,10019.3896484375,24.3700008392334,95.45999908447266,1.1220699548721311,1.535791516304016,1109.5,14.633999824523926,45.91999816894531,2932.9,12161.1,273000.0,2243000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,True,0.5511892741127673
174,2015-09-11,28.552499771118164,199662000,25.988201141357425,16433.08984375,4822.33984375,1961.050048828125,965.0900268554688,10040.2197265625,23.200000762939453,95.19000244140624,1.1290887594223022,1.54421067237854,1103.5,14.489999771118164,44.630001068115234,2932.9,12161.1,273000.0,2243000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,True,0.5
175,2015-09-14,28.82749938964844,233453600,26.238500595092773,16370.9599609375,4805.759765625,1953.030029296875,961.1599731445312,9988.58984375,24.25,95.25,1.1344043016433716,1.544807195663452,1107.699951171875,14.357000350952148,44.0,2915.6,12187.3,264000.0,2255000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,True,0.5969897455089922
176,2015-09-15,29.06999969482422,173364800,26.45922088623047,16599.849609375,4860.52001953125,1978.0899658203125,972.6799926757812,10105.8701171875,22.540000915527344,95.61000061035156,1.1307612657546997,1.5427099466323853,1102.800048828125,14.319000244140623,44.59000015258789,2915.6,12187.3,264000.0,2255000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,True,0.5
177,2015-09-16,29.102500915527344,148694000,26.488800048828125,16739.94921875,4889.240234375,1995.31005859375,979.5900268554688,10236.7197265625,21.350000381469727,95.41999816894533,1.1271796226501465,1.53449547290802,1119.199951171875,14.878000259399414,47.150001525878906,2915.6,12187.3,264000.0,2255000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,True,0.988475119024041
178,2015-09-17,28.479999542236328,256450400,25.922208786010746,16674.740234375,4893.9501953125,1990.199951171875,980.0800170898438,10215.5400390625,21.13999938964844,94.5500030517578,1.12920343875885,1.5518070459365845,1117.300048828125,14.975000381469728,46.900001525878906,2915.6,12187.3,264000.0,2255000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,False,0.5
179,2015-09-18,28.362499237060547,297141200,25.815258026123047,16384.580078125,4827.22998046875,1958.030029296875,967.2000122070312,10031.599609375,22.280000686645508,94.86000061035156,1.1400948762893677,1.5569047927856443,1138.0999755859375,15.154000282287598,44.68000030517578,2915.6,12187.3,264000.0,2255000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,False,0.6931927811458721
180,2015-09-21,28.802499771118164,200888000,26.215747833251957,16510.189453125,4828.9501953125,1966.969970703125,970.1799926757812,10066.0703125,20.13999938964844,95.88999938964844,1.12920343875885,1.552891492843628,1133.0999755859375,15.215999603271484,46.68000030517578,3013.5,12133.7,269000.0,2234000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,True,0.493129967213505
181,2015-09-22,28.350000381469727,201384800,25.80388641357422,16330.4697265625,4756.72021484375,1942.739990234375,957.6699829101562,9912.599609375,22.440000534057617,96.27999877929688,1.1190940141677856,1.5508204698562622,1125.0,14.75,45.83000183105469,3013.5,12133.7,269000.0,2234000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,False,0.598364797984613
182,2015-09-23,28.57999992370605,143026800,26.01323127746582,16279.8896484375,4752.740234375,1938.760009765625,955.8599853515624,9867.900390625,22.1299991607666,96.06999969482422,1.1120749711990356,1.5353907346725464,1131.5999755859375,14.779999732971191,44.47999954223633,3013.5,12133.7,269000.0,2234000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,True,0.5
183,2015-09-24,28.75,200878000,26.1679630279541,16201.3203125,4734.47998046875,1932.239990234375,951.010009765625,9837.8095703125,23.46999931335449,95.98999786376952,1.1189937591552734,1.5252039432525637,1153.800048828125,15.125,44.90999984741211,3013.5,12133.7,269000.0,2234000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,True,0.5
184,2015-09-25,28.677499771118164,224607600,26.101974487304688,16314.669921875,4686.5,1931.3399658203125,946.510009765625,9857.259765625,23.6200008392334,96.2699966430664,1.1178929805755615,1.522695779800415,1146.0,15.105999946594238,45.70000076293945,3013.5,12133.7,269000.0,2234000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,False,0.6765864542568186
185,2015-09-28,28.11000061035156,208436000,25.58544540405273,16001.8896484375,4543.97021484375,1881.77001953125,919.239990234375,9601.419921875,27.6299991607666,96.02999877929688,1.1201720237731934,1.5201727151870728,1132.0,14.538000106811523,44.43000030517578,3146.2,12074.0,272000.0,2240000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,False,0.6006638914458772
186,2015-09-29,27.26499938964844,293461600,24.816329956054688,16049.1298828125,4517.31982421875,1884.0899658203125,917.6199951171876,9622.0703125,26.82999992370605,95.88999938964844,1.123103380203247,1.5165071487426758,1127.0999755859375,14.569000244140623,45.22999954223633,3146.2,12074.0,272000.0,2240000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,False,0.5
187,2015-09-30,27.575000762939453,265892000,25.09848403930664,16284.7001953125,4620.16015625,1920.030029296875,935.6900024414062,9799.6904296875,24.5,96.3499984741211,1.1255937814712524,1.5157945156097412,1115.5,14.512999534606934,45.09000015258789,3146.2,12074.0,272000.0,2240000.0,5488.0,142265.0,396112.0,76.8519,87.2,1828443.0,100.608,-3.6,-12.7,-10.1,121.9,122.3,189.1,237.498,243.316,2.8,100.432076771608,True,0.9085869012954428
